time,open,high,low,close,symbol,volume,quote_volume,ÕÇµø·ù,Õñ·ù,ÉÏÕÇ,ÏÂµø,Dc_2,ApzUpper_2,Turtle_2,ÉÏÕÇÊýÁ¿,ÏÂµøÊýÁ¿,ÉÏÕÇ±ÈÀý,rank_Dc_2,rank_ÕÇµø·ù,rank_Õñ·ù,rank_sum,rank
2022-06-30 11:59:00,0.1609,0.1649,0.1112,0.1255,1000LUNCBUSD,5541457120.0,732843453.5215,-0.2200124300807954,0.33374766935985084,0,1,0.4017247574559828,0.9999999479875686,0.0,1,164,0.006060606060606061,1.0,2.0,1.0,4.0,1.0
2022-06-30 23:59:00,0.1255,0.1311,0.1034,0.1128,1000LUNCBUSD,2995893879.0,353921979.5625,-0.10119521912350604,0.2207171314741035,0,1,0.4584420424897502,0.0,-0.35875696080311864,156,9,0.9454545454545454,1.0,1.0,2.0,4.0,1.0
2022-07-02 23:59:00,0.1277,0.134,0.121,0.1235,1000LUNCBUSD,1040582467.0,133858670.7305,-0.03288958496476124,0.10180109631949891,0,1,0.14743589743589755,0.0,0.0,144,21,0.8727272727272727,7.0,2.0,5.0,14.0,1.0
2022-07-05 11:59:00,0.128,0.1281,0.1011,0.1172,1000LUNCBUSD,1612399948.0,187414888.9912,-0.08437499999999998,0.21093749999999997,0,1,0.2576475657044378,0.9999999356380127,-5.142832653177867,6,159,0.03636363636363636,1.0,2.0,1.0,4.0,1.0
2022-07-05 23:59:00,0.1171,0.1198,0.1094,0.1164,1000LUNCBUSD,610927315.0,71289693.9099,-0.0068259385665528916,0.08881298035866786,0,1,0.23560209424083767,0.0,-0.07017537703914256,144,21,0.8727272727272727,1.0,6.0,26.0,33.0,1.0
2022-07-06 23:59:00,0.1157,0.1157,0.1061,0.1121,1000LUNCBUSD,629703601.0,70513874.8707,-0.030276816608996393,0.08297320656871217,0,1,0.12957249889819308,0.0,-2.3333177778814718,142,23,0.8606060606060606,6.0,2.0,6.0,14.0,1.0
2022-07-12 11:59:00,0.1047,0.1048,0.0909,0.0949,1000LUNCBUSD,680169965.0,65608430.1264,-0.09273422562141487,0.1327602674307546,0,1,0.18018018018018023,0.999999721673693,-1.5396800957458798,72,95,0.4311377245508982,2.0,1.0,1.0,4.0,1.0
2022-07-17 11:59:00,0.1059,0.1061,0.0931,0.1033,1000LUNCBUSD,321763042.0,32909587.5433,-0.025471698113207486,0.1227573182247403,0,1,0.14264339152119693,0.9999998113809685,0.0,92,77,0.5443786982248521,11.0,9.0,6.0,26.0,1.0
2021-05-11 11:59:00,0.034835,0.037709,0.027675,0.032879,1000SHIB-USDT,20165402010.0,662494856.904323,-0.05625879043600568,0.28804363427587193,0,1,0.46328345328175813,0.0,0.0,89,21,0.8090909090909091,3.0,2.0,4.0,9.0,1.0
2021-05-12 11:59:00,0.030487,0.031556,0.025051,0.028414,1000SHIB-USDT,32624532360.0,926545042.891598,-0.06821013969961309,0.2133696329583101,0,1,0.3252160251374705,0.0,-0.479151165281813,48,62,0.43636363636363634,4.0,4.0,2.0,10.0,1.0
2021-05-12 23:59:00,0.028426,0.02866,0.015,0.018181,1000SHIB-USDT,78674609342.0,1609497467.669869,-0.3601393679172239,0.48054597903327945,0,1,0.7112294870693359,0.999999464291232,-2.295933821104283,0,110,0.0,1.0,1.0,1.0,3.0,1.0
2021-05-13 11:59:00,0.0181729999999999,0.022692,0.01445,0.016374,1000SHIB-USDT,56849877572.0,1027664906.795488,-0.09938947252626362,0.45352996203158785,0,1,0.6592437949431686,0.0,-0.14683882103134968,87,23,0.7909090909090909,1.0,1.0,2.0,4.0,1.0
2021-05-17 11:59:00,0.017748,0.017843,0.01394,0.01619,1000SHIB-USDT,41694076955.0,669408799.507805,-0.08860616978158065,0.21991210277214346,0,1,0.4467680608365019,0.0,0.0,16,94,0.14545454545454545,1.0,1.0,5.0,7.0,1.0
2021-05-19 11:59:00,0.015604,0.0158,0.0086,0.010916,1000SHIB-USDT,49340869978.0,633281789.563474,-0.3005254389337434,0.4614201486798258,0,1,0.6577704943618556,0.9999996951883298,-3.3523706049277724,0,111,0.0,1.0,1.0,1.0,3.0,1.0
2021-05-20 11:59:00,0.009126,0.01135,0.007923,0.010297,1000SHIB-USDT,47380338269.0,461780051.139637,0.12967635765222174,0.3755204909051064,1,0,0.9108002751662462,0.0,0.0,111,0,1.0,8.0,25.0,12.0,45.0,1.0
2021-06-17 11:59:00,0.008313,0.008489,0.007879,0.007935,1000SHIB-USDT,23040147447.0,188232572.102763,-0.045470949115842596,0.07337904486948148,0,1,0.1683133790538184,0.0,-0.5279255876314565,103,10,0.911504424778761,4.0,1.0,25.0,30.0,1.0
2021-08-08 23:59:00,0.008026,0.008221,0.007239,0.007295,1000SHIB-USDT,37581915250.0,286952419.027151,-0.090852442671984,0.12235235484674799,0,1,0.2037220843672457,0.9999938314924636,0.0,3,114,0.02564102564102564,1.0,1.0,4.0,6.0,1.0
2021-10-07 23:59:00,0.033029,0.03571,0.020618,0.022936,1000SHIB-USDT,277374324433.0,7406772733.77324,-0.30549583648750944,0.45693178721729377,0,1,0.535861383326232,0.9999998809118233,-0.021981339159907503,39,93,0.29545454545454547,1.0,1.0,1.0,3.0,1.0
2021-10-08 11:59:00,0.022933,0.023806,0.020648,0.022405,1000SHIB-USDT,89598040409.0,1998771057.014758,-0.02315137774677367,0.1377054899053766,0,1,0.535861383326232,0.0,-0.052610668175301536,90,42,0.6818181818181818,1.0,13.0,7.0,21.0,1.0
2021-10-09 23:59:00,0.028079,0.028488,0.02445,0.0266889999999999,1000SHIB-USDT,65436562474.0,1712026335.264818,-0.049503187435453566,0.14380854019017772,0,1,0.21255597185415007,0.0,0.0,73,59,0.553030303030303,2.0,1.0,1.0,4.0,1.0
2021-10-10 11:59:00,0.0266889999999999,0.027923,0.02508,0.025596,1000SHIB-USDT,42493861652.0,1120163081.44734,-0.04095320169357797,0.10652328674734943,0,1,0.15255582001586762,0.0,-0.7863252782352799,33,99,0.25,3.0,5.0,6.0,14.0,1.0
2021-10-24 23:59:00,0.041566,0.044774,0.032775,0.036084,1000SHIB-USDT,152016598615.0,5999936032.352502,-0.13209543967673665,0.288673435019006,0,1,0.3094559568788766,0.9999998506125305,0.0,39,96,0.28888888888888886,1.0,1.0,1.0,3.0,1.0
2021-10-28 11:59:00,0.078997,0.0886,0.05865,0.07828,1000SHIB-USDT,160559956767.0,11793555836.53858,-0.009164092957317238,0.37912832132865804,0,1,0.48293544922213544,0.999999943779185,0.0,132,4,0.9705882352941176,1.0,3.0,3.0,7.0,1.0
2021-10-28 23:59:00,0.07828,0.080481,0.0589,0.068661,1000SHIB-USDT,109417948181.0,7598723070.626389,-0.1228794072560041,0.27568983137455283,0,1,0.40679117147707977,0.999999303340951,0.0,73,63,0.5367647058823529,2.0,1.0,2.0,5.0,1.0
2021-10-30 11:59:00,0.074837,0.078188,0.071,0.073232,1000SHIB-USDT,30285028198.0,2248386565.270335,-0.021263515229274388,0.09604874594117882,0,1,0.15759482318528786,0.0,0.0,42,94,0.3088235294117647,9.0,23.0,15.0,47.0,1.0
2021-10-30 23:59:00,0.073233,0.0733549999999999,0.0614,0.065317,1000SHIB-USDT,35468543019.0,2440820115.675801,-0.10808116670308066,0.1632460775879713,0,1,0.24053643579677325,0.9999914236783305,-0.29049709841792376,56,80,0.4117647058823529,12.0,1.0,20.0,33.0,1.0
2021-11-06 11:59:00,0.062512,0.06306,0.054862,0.057457,1000SHIB-USDT,45288757253.0,2668694605.875405,-0.08077624548043227,0.131142820578449,0,1,0.2795623632385141,0.0,0.0,14,122,0.10294117647058823,2.0,1.0,8.0,11.0,1.0
2021-11-24 23:59:00,0.040242,0.040257,0.036037,0.037891,1000SHIB-USDT,26793399441.0,1017302851.662433,-0.05870224077110342,0.10486556334178225,0,1,0.1733301230468997,0.0,-1.2000954794541414,42,95,0.30656934306569344,14.0,1.0,21.0,36.0,1.0
2021-11-30 23:59:00,0.0536149999999999,0.054,0.0456,0.0474589999999999,1000SHIB-USDT,67965439837.0,3345278808.943987,-0.11480210392808043,0.1566725729739814,0,1,0.226542515092602,0.9999996533057541,0.0,37,101,0.26811594202898553,3.0,1.0,2.0,6.0,1.0
2022-01-13 23:59:00,0.031658,0.032521,0.0292,0.029651,1000SHIB-USDT,18804503557.0,573833968.862772,-0.06360334754460761,0.10490239433950348,0,1,0.11991951710261578,0.9999991317383008,0.0,7,135,0.04929577464788732,11.0,6.0,3.0,20.0,1.0
2022-02-07 11:59:00,0.028474,0.029568,0.02705,0.0280589999999999,1000SHIB-USDT,32537063048.0,918803168.207339,-0.01474770883809473,0.08843155159092504,0,1,0.2850077279752705,0.9999986934484727,0.0,120,22,0.8450704225352113,1.0,3.0,23.0,27.0,1.0
2022-02-08 23:59:00,0.033158,0.033158,0.029425,0.030968,1000SHIB-USDT,52404453122.0,1624637124.721022,-0.06621637920636836,0.11258218227878643,0,1,0.17745432022297922,0.9999621446825598,0.0,61,81,0.4295774647887324,4.0,1.0,8.0,13.0,1.0
2022-04-25 23:59:00,0.0236819999999999,0.025356,0.0233419999999999,0.024297,1000SHIB-USDT,16288875189.0,396176608.971292,0.025969090448446197,0.08504349294823527,1,0,0.1295930794104105,0.9999988643728756,0.38825308683767834,149,0,1.0,12.0,9.0,18.0,39.0,1.0
2022-04-03 11:59:00,0.12877,0.12914,0.11592,0.1200099999999999,1000XEC-USDT,1756365520.0,213269228.01244,-0.06802826745360024,0.10266366389687047,0,1,0.36631444124239604,0.0,0.0,121,26,0.8231292517006803,1.0,1.0,18.0,20.0,1.0
2021-01-01 11:59:00,1.3658,1.4033,1.1222,1.1734,1INCH-USDT,25403471.0,31517115.0848,-0.14200058496636436,0.20581344267096202,0,1,0.22471821237888076,0.9999999751736793,0.0,63,15,0.8076923076923077,6.0,1.0,2.0,9.0,1.0
2021-01-02 11:59:00,1.1578,1.1626,1.0351,1.0706,1INCH-USDT,12425733.0,13604375.9425,-0.07531525306615994,0.11012264639834184,0,1,0.1635766876607825,0.0,-0.41923074907544455,23,55,0.2948717948717949,13.0,2.0,8.0,23.0,1.0
2021-02-01 11:59:00,4.9482,5.1475,4.2821,4.7939,1INCH-USDT,23107874.0,108557900.0927,-0.030732525930568744,0.17489187987551033,0,1,0.2436193230176065,0.9999999928206358,0.0,54,31,0.6352941176470588,8.0,8.0,11.0,27.0,1.0
2021-10-24 11:59:00,4.025,4.0753,3.8116,3.823,1INCH-USDT,16294799.0,64210291.0657,-0.050186335403726856,0.06551552795031068,0,1,0.06687037999721068,0.9999999388127552,-1.0078661742511172,29,106,0.21481481481481482,29.0,2.0,19.0,50.0,1.0
2021-03-18 23:59:00,1.4347299999999998,1.48,1.161,1.23068,ADA-USDT,1937315918.0,2604481362.04841,-0.1422697081843589,0.22234148585448132,0,1,0.24222742034383296,0.9999999940901335,-0.027793161079846734,25,73,0.25510204081632654,3.0,1.0,2.0,6.0,1.0
2022-01-19 23:59:00,1.4267,1.4427,1.3253,1.3353,ADA-USDT,597073319.0,828238567.5205,-0.06406392374009962,0.08228779701408857,0,1,0.14500664847085173,0.0,-1.4148604620959062,16,126,0.11267605633802817,3.0,2.0,7.0,12.0,1.0
2021-01-28 11:59:00,0.02028,0.02205,0.01878,0.02078,AKRO-USDT,163679850.0,3359347.9745899998,0.02364532019704435,0.1612426035502958,1,0,0.275413119679515,0.0,0.2891548846091299,82,2,0.9761904761904762,10.0,8.0,19.0,37.0,1.0
2021-02-05 23:59:00,0.05275,0.05977,0.04125,0.04372,AKRO-USDT,2115363995.0,107313058.43215,-0.17055587175109088,0.35109004739336486,0,1,0.45790068880435897,0.0,0.0,65,20,0.7647058823529411,3.0,1.0,3.0,7.0,1.0
2021-03-29 11:59:00,0.07371,0.0785,0.07052,0.0710799999999999,AKRO-USDT,1187977427.0,88259631.02643,-0.03489477257298168,0.10826210826210828,0,1,0.2512188127330099,0.9999994999084157,0.0,93,9,0.9117647058823529,5.0,3.0,19.0,27.0,1.0
2021-07-13 11:59:00,0.02355,0.02489,0.02135,0.02167,AKRO-USDT,2023255641.0,46851810.4577,-0.08061094611794273,0.15031847133757953,0,1,0.15311418685121098,0.999999488706771,0.0,21,93,0.18421052631578946,3.0,2.0,3.0,8.0,1.0
2022-05-25 11:59:00,0.00488,0.00513,0.00421,0.00425,AKRO-USDT,18437178597.0,84370111.07225,-0.13087934560327197,0.18852459016393439,0,1,0.23809523809523817,0.9999948154603376,0.0,12,145,0.07643312101910828,4.0,1.0,4.0,9.0,1.0
2021-01-02 23:59:00,0.4541,0.4568,0.3892,0.408,ALGO-USDT,90397594.1,37934537.4586,-0.10171730515191546,0.14886588857079935,0,1,0.19620853080568718,0.9999999461345201,0.0,39,39,0.5,5.0,1.0,7.0,13.0,1.0
2021-09-10 11:59:00,2.3054,2.4294,1.96,2.1137,ALGO-USDT,321318808.0,687454608.52695,-0.0832718913995748,0.2036089181920707,0,1,0.2665331573437713,0.999999992856125,0.0,32,96,0.25,6.0,3.0,3.0,12.0,1.0
2021-03-16 11:59:00,19.0,25.49,17.302,18.242,ALICE-USDT,3054037.6,62501516.6194,-0.039894736842105205,0.4309473684210526,0,1,0.3826883529631706,0.0,,50,46,0.5208333333333334,2.0,12.0,1.0,15.0,1.0
2021-03-16 23:59:00,18.25,19.114,15.557,17.099,ALICE-USDT,5286683.0,88410547.2448,-0.06265760333296788,0.1949041095890411,0,1,0.4839817769873559,0.0,-1.5079155473889796,70,26,0.7291666666666666,1.0,6.0,7.0,14.0,1.0
2021-03-17 23:59:00,15.841,15.885,14.1,14.607,ALICE-USDT,3427986.3,51378074.7666,-0.0778991225301433,0.11268228015908088,0,1,0.2898726500909642,0.0,-0.512245742996074,91,6,0.9381443298969072,4.0,1.0,29.0,34.0,1.0
2021-03-19 11:59:00,17.047,18.044,16.01,16.493,ALICE-USDT,3221428.1,53882899.7936,-0.03238486359636272,0.11931718190884019,0,1,0.13084553613604163,0.0,0.0,92,7,0.9292929292929293,26.0,1.0,20.0,47.0,1.0
2021-04-18 11:59:00,11.838,12.078,5.505,8.562000000000001,ALICE-USDT,23249530.1,202173165.5489,-0.2763691683569979,0.5552458185504308,0,1,0.7583873696081196,0.9999999997835765,-11.762589504942877,2,105,0.018691588785046728,2.0,6.0,1.0,9.0,1.0
2021-04-25 23:59:00,9.374,9.694,7.75,8.185,ALICE-USDT,11102289.4,98002195.172,-0.126840196287604,0.20738212075954776,0,1,0.5503783353245718,0.0,0.0,18,90,0.16666666666666666,1.0,1.0,2.0,4.0,1.0
2021-04-29 23:59:00,14.61,15.134,12.852,13.473,ALICE-USDT,14661028.9,203037645.9365,-0.07807581770904615,0.1561943874058864,0,1,0.25166643994014415,0.9999999930245034,0.0,15,93,0.1388888888888889,3.0,2.0,4.0,9.0,1.0
2021-05-10 23:59:00,13.854,13.874,10.055,11.665,ALICE-USDT,7049275.0,86540435.3771,-0.15836940836940838,0.2756604590731919,0,1,0.4080744112408471,0.9999999994086689,-9.690582525086036,5,104,0.045871559633027525,4.0,4.0,4.0,12.0,1.0
2021-05-18 11:59:00,13.108,13.78,12.03,12.839,ALICE-USDT,7621404.6,97236363.3317,-0.020447089341573133,0.13350625572169666,0,1,0.14641744548286598,0.0,0.0,108,2,0.9818181818181818,38.0,1.0,24.0,63.0,1.0
2021-05-26 11:59:00,6.837999999999999,7.751,6.535,7.114,ALICE-USDT,5257684.3,38133005.4042,0.040971612525607215,0.17782977478794973,1,0,0.3776073619631903,0.9999999923097053,0.18691588660269795,110,1,0.990990990990991,10.0,14.0,36.0,60.0,1.0
2021-06-26 11:59:00,3.775,3.902,3.393,3.616,ALICE-USDT,5993574.2,21760202.2019,-0.04237288135593209,0.1348344370860928,0,1,0.17261343745792382,0.0,-0.24024023663302888,65,49,0.5701754385964912,8.0,1.0,5.0,14.0,1.0
2021-07-04 23:59:00,5.149,5.18,4.78,4.796,ALICE-USDT,18254670.1,91444715.2759,-0.06873786407766991,0.07768498737618945,0,1,0.2761615284411638,0.0,0.0,58,56,0.5087719298245614,1.0,2.0,18.0,21.0,1.0
2021-07-10 23:59:00,6.863,6.891,6.027,6.3020000000000005,ALICE-USDT,15475065.9,100398245.4347,-0.08214389746577333,0.1258924668512312,0,1,0.1982062780269058,0.0,0.0,43,71,0.37719298245614036,2.0,2.0,6.0,10.0,1.0
2021-07-25 23:59:00,11.796,12.557,10.751,11.588,ALICE-USDT,58355765.5,672818307.3807,-0.017633095964733836,0.1531027466937946,0,1,0.337686056067939,0.999999944938556,0.0,96,19,0.8347826086956521,3.0,4.0,6.0,13.0,1.0
2021-07-28 11:59:00,13.592,15.233,12.569,13.274,ALICE-USDT,61404861.2,844497754.8996,-0.023827033387262997,0.1959976456739258,0,1,0.2245263042605236,0.9999999705056902,0.0,94,22,0.8103448275862069,2.0,5.0,2.0,9.0,1.0
2021-07-29 23:59:00,15.287,15.614,14.445,14.868,ALICE-USDT,30425036.4,457221157.69,-0.027472527472527486,0.07647020344083211,0,1,0.22942845561410627,0.0,0.0,99,17,0.853448275862069,2.0,2.0,16.0,20.0,1.0
2021-07-30 11:59:00,14.864,14.988,13.201,13.495,ALICE-USDT,33250805.2,466987045.9371,-0.0923459779391983,0.12022335844994611,0,1,0.16748221412458789,0.0,-0.06853396860230064,8,108,0.06896551724137931,6.0,1.0,9.0,16.0,1.0
2021-07-31 11:59:00,14.917,14.94,13.401,13.706,ALICE-USDT,22316467.5,315427847.6733,-0.08136729222520112,0.10317087886304215,0,1,0.13011946887152712,0.0,0.0,70,46,0.603448275862069,28.0,1.0,18.0,47.0,1.0
2021-08-02 23:59:00,13.962,14.014,12.62,12.925999999999998,ALICE-USDT,24037850.8,322261519.8558,-0.07413509060955537,0.09984242945136801,0,1,0.1860287956120972,0.0,0.0,47,70,0.4017094017094017,3.0,1.0,8.0,12.0,1.0
2021-08-28 23:59:00,23.112,23.5,20.893,21.24,ALICE-USDT,14573566.5,322308206.1932,-0.08091735179575943,0.11279854620976114,0,1,0.1754433895681079,0.9999999961010173,0.0,83,41,0.6693548387096774,6.0,1.0,11.0,18.0,1.0
2021-11-19 11:59:00,16.964000000000002,17.945999999999998,15.321,16.185,ALICE-USDT,22065457.8,359952383.3756,-0.04558320556669415,0.1547394482433387,0,1,0.24802705749718135,0.9999999984871822,0.0,132,5,0.9635036496350365,5.0,1.0,10.0,16.0,1.0
2021-01-04 23:59:00,0.2686699999999999,0.27879,0.244,0.25834,ALPHA-USDT,19090331.0,4988362.89584,-0.038305475933439914,0.12948970856440986,0,1,0.29797122173563323,0.0,0.0,73,5,0.9358974358974359,6.0,1.0,22.0,29.0,1.0
2021-01-13 23:59:00,0.4414399999999999,0.4736399999999999,0.42376,0.46076,ALPHA-USDT,21577660.0,9595753.38146,0.04343493817654798,0.11299383834722698,1,0,0.25416731114733404,0.0,0.2889859441033689,78,1,0.9873417721518988,9.0,22.0,25.0,56.0,1.0
2021-01-14 11:59:00,0.4605,0.47997,0.42172,0.44646,ALPHA-USDT,12457866.0,5593422.07603,-0.031035680180571235,0.12649294245385456,0,1,0.1292018321152503,0.9999938030305774,0.0,45,34,0.569620253164557,28.0,3.0,6.0,37.0,1.0
2021-01-15 23:59:00,0.4883699999999999,0.49461,0.3860699999999999,0.43755,ALPHA-USDT,41132579.0,18057826.11903,-0.10406044597333974,0.22224952392653133,0,1,0.2638200276569194,0.999999974002825,-0.03271692080534027,17,62,0.21518987341772153,5.0,1.0,6.0,12.0,1.0
2021-01-23 23:59:00,0.90122,1.0244,0.8925799999999999,0.9106,ALPHA-USDT,62627992.0,59417365.51879,0.009153977436442862,0.1462683917356473,1,0,0.28227692993204856,0.9999999694680393,0.042220402667122806,75,6,0.9259259259259259,3.0,17.0,10.0,30.0,1.0
2021-01-29 11:59:00,1.6454799999999998,1.67647,1.36177,1.59007,ALPHA-USDT,37665564.0,57315419.58214,-0.03366819206670424,0.19125118506454045,0,1,0.3272745139586233,0.9999999639727617,0.0,59,25,0.7023809523809523,4.0,6.0,10.0,20.0,1.0
2021-02-07 11:59:00,2.44188,2.46939,2.0110900000000003,2.24405,ALPHA-USDT,26416349.0,58256280.61406,-0.0802922998737684,0.1876832604386784,0,1,0.27437201021086716,0.9999999706901707,-0.42169520064762916,34,51,0.4,4.0,1.0,7.0,12.0,1.0
2021-02-13 11:59:00,2.16468,2.335,1.70068,1.87827,ALPHA-USDT,71447287.0,141475561.16098002,-0.13176105135186356,0.29303176451022783,0,1,0.3516948947202636,0.9999999955276097,-1.085729972225421,20,65,0.23529411764705882,6.0,1.0,6.0,13.0,1.0
2021-03-04 23:59:00,1.88925,2.0,1.68,1.71935,ALPHA-USDT,31370679.0,57427336.38846,-0.09021880043389696,0.1693793833531825,0,1,0.21853676123620824,0.999999983441415,-1.905094240058908,18,74,0.1956521739130435,6.0,4.0,5.0,15.0,1.0
2021-07-06 23:59:00,0.8413,0.887,0.7745,0.7868,ALPHA-USDT,364151746.0,304241293.8196,-0.06478069654106733,0.13372162130036852,0,1,0.37929184549356226,0.9999999598725101,0.0,68,46,0.5964912280701754,2.0,4.0,8.0,14.0,1.0
2021-07-08 11:59:00,0.91,0.9279,0.73,0.7783,ALPHA-USDT,170217815.0,137380717.8532,-0.14491320588881562,0.21747252747252743,0,1,0.2588992904418342,0.9999999878908151,-0.06888167999338142,7,107,0.06140350877192982,3.0,1.0,4.0,8.0,1.0
2021-08-05 23:59:00,0.8162,0.8564,0.7914,0.8137,ALPHA-USDT,154988675.0,127730539.5368,-0.003185103515864318,0.07963734378828725,0,1,0.2098490472655283,0.9999994223021456,0.0,112,5,0.9572649572649573,1.0,3.0,52.0,56.0,1.0
2022-05-15 23:59:00,0.1649,0.1663,0.1347,0.1652,ALPHA-USDT,190290933.0,29081092.0845,0.0024271844660195274,0.19163129169193463,1,0,0.209966777408638,0.9999998820768705,0.023952081465820174,142,8,0.9466666666666667,7.0,9.0,7.0,23.0,1.0
2022-05-24 23:59:00,0.176,0.185,0.1603,0.175,ALPHA-USDT,438332010.0,76185636.9237,-0.005681818181818232,0.1403409090909091,0,1,0.21331761932822615,0.9999997496670778,0.0,136,19,0.8774193548387097,7.0,15.0,13.0,35.0,1.0
2022-03-10 11:59:00,4.272,4.326,3.717,3.774,ANC-USDT,4205622.9,16543438.129,-0.11636619058768438,0.1425561797752808,0,1,0.1870503597122302,0.9999999910628697,0.0,6,138,0.041666666666666664,5.0,1.0,5.0,11.0,1.0
2022-03-17 11:59:00,3.166,3.188,2.91,2.919,ANC-USDT,5035653.7,15199324.6656,-0.07743362831858414,0.0878079595704359,0,1,0.163265306122449,0.0,0.0,55,90,0.3793103448275862,9.0,2.0,12.0,23.0,1.0
2022-04-08 11:59:00,3.183,3.311,2.917,2.937,ANC-USDT,27391043.4,85338257.6245,-0.07728557964184735,0.12378259503612948,0,1,0.12652536929993582,0.0,-0.7931034026952091,13,135,0.08783783783783784,9.0,1.0,6.0,16.0,1.0
2022-04-11 11:59:00,2.718,2.739,2.248,2.268,ANC-USDT,29174790.6,71163815.1211,-0.16525579683474434,0.1806475349521706,0,1,0.23305168009432106,0.9999999952478348,-9.977775560494342,3,144,0.02040816326530612,3.0,1.0,1.0,5.0,1.0
2022-05-07 11:59:00,2.131,2.196,1.878,1.928,ANC-USDT,44523356.6,88957420.8988,-0.09483568075117366,0.14922571562646658,0,1,0.15611192930780574,0.9999999915659058,-0.7719297568482685,36,115,0.23841059602649006,6.0,1.0,3.0,10.0,1.0
2022-05-25 23:59:00,0.316,0.4295,0.296,0.3086,ANCBUSD,496881239.0,176139538.09510002,-0.02403542061986086,0.4224683544303798,0,1,0.4296422005374062,0.999999983866805,-2.303023324171726,124,33,0.7898089171974523,1.0,8.0,1.0,10.0,1.0
2022-05-27 11:59:00,0.2889,0.2943,0.1676,0.2374,ANCBUSD,832158626.0,175573630.0448,-0.1788308543756486,0.4385600553824853,0,1,0.6687847498014298,0.9999999553407852,-2.6787550887279363,45,112,0.28662420382165604,1.0,1.0,1.0,3.0,1.0
2022-05-27 23:59:00,0.2374,0.2498,0.1982,0.211,ANCBUSD,416990778.0,92989762.1301,-0.11120471777590568,0.2173546756529065,0,1,0.548603593851483,0.0,-0.3940297919358521,16,141,0.10191082802547771,1.0,1.0,1.0,3.0,1.0
2022-05-28 23:59:00,0.2837,0.3082,0.2557,0.2623,ANCBUSD,717354458.0,202480616.3476,-0.07543179414874879,0.1850546351780049,0,1,0.5676764139380144,0.0,0.0,136,21,0.8662420382165605,1.0,1.0,2.0,4.0,1.0
2022-06-20 11:59:00,0.1325,0.1367,0.1145,0.1279,ANCBUSD,506970911.0,63927131.773099996,-0.03471698113207544,0.16754716981132062,0,1,0.48253185367858614,0.9999980680870894,0.0,152,11,0.9325153374233128,2.0,2.0,12.0,16.0,1.0
2022-06-20 23:59:00,0.128,0.1286,0.1151,0.1182,ANCBUSD,257289677.0,31278374.513,-0.07584050039093049,0.10546874999999999,0,1,0.17675159235668778,0.0,0.0,28,135,0.17177914110429449,17.0,2.0,14.0,33.0,1.0
2022-07-09 11:59:00,0.1399,0.1402,0.1134,0.1284,ANCBUSD,197417917.0,24740750.6644,-0.08285714285714307,0.19156540385989987,0,1,0.2308892355694227,0.9999999393069021,-3.1351266618198563,137,30,0.8203592814371258,2.0,1.0,1.0,4.0,1.0
2022-07-21 11:59:00,0.1253,0.1279,0.1128,0.1168,ANCBUSD,133163433.0,15933516.0144,-0.06709265175718848,0.1205107741420592,0,1,0.20810166799046872,0.0,-0.23648632669842823,24,148,0.13953488372093023,3.0,1.0,3.0,7.0,1.0
2021-03-17 11:59:00,0.073994,0.074178,0.061867,0.064016,ANKR-USDT,545296227.0,36283094.056322,-0.13365452281708434,0.16637835500175682,0,1,0.26191880882146373,0.9999986886857678,-0.9831305559627389,16,81,0.16494845360824742,6.0,2.0,8.0,16.0,1.0
2021-03-20 23:59:00,0.082998,0.083099,0.069365,0.069935,ANKR-USDT,798823302.0,60921463.98701,-0.15730810941077233,0.16547386684016493,0,1,0.20508341904891292,0.9999997992000689,-0.3749337810070776,8,91,0.08080808080808081,2.0,1.0,3.0,6.0,1.0
2021-03-26 11:59:00,0.117942,0.133097,0.112024,0.1130309999999999,ANKR-USDT,1826341031.0,221754749.554677,-0.04049201619680742,0.17867256787234398,0,1,0.4079385970863467,0.0,0.0,97,4,0.9603960396039604,2.0,2.0,8.0,12.0,1.0
2021-08-02 11:59:00,0.1039,0.105,0.09014,0.09659,ANKR-USDT,870992726.0,83386009.052364,-0.07044557790395545,0.14302213666987484,0,1,0.17205501700248702,0.9999997970760116,0.0,99,18,0.8461538461538461,3.0,1.0,4.0,8.0,1.0
2021-09-22 23:59:00,0.08036,0.09296,0.07896,0.08605,ANKR-USDT,287370121.0,24070049.203560002,0.07093963907902912,0.17421602787456444,1,0,0.21768950915488763,0.9999997483746765,0.28995715706201186,130,0,1.0,13.0,35.0,12.0,60.0,1.0
2021-10-19 11:59:00,0.10273,0.1037299999999999,0.09673,0.09849,ANKR-USDT,942100400.0,93597599.697166,-0.040993184031158814,0.0681397838995416,0,1,0.21657675331044618,0.0,0.0,95,39,0.7089552238805971,3.0,1.0,12.0,16.0,1.0
2021-10-31 23:59:00,0.1605,0.16559,0.11455,0.1199099999999999,ANKR-USDT,4053995492.0,536820525.006418,-0.25280408773678975,0.3180062305295949,0,1,0.606762456215598,0.9999999449983722,0.0,110,26,0.8088235294117647,2.0,1.0,7.0,10.0,1.0
2021-11-01 23:59:00,0.12667,0.13091,0.11839,0.12064,ANKR-USDT,1005319042.0,123855483.317018,-0.04797979797979801,0.09883950422357309,0,1,0.21515748857106903,0.0,0.0,94,42,0.6911764705882353,11.0,1.0,23.0,35.0,1.0
