time,open,high,low,close,symbol,volume,quote_volume,涨跌幅,上涨,下跌,RegEma_2,上涨数量,下跌数量,上涨比例,rank_RegEma_2,rank_sum,rank
2021-01-15 11:59:00,25.171,25.994,23.761,24.026,ZEN-USDT,393879.2,9831195.7978,-0.04617094763587282,0,1,-0.020625600897284713,54,25,0.6835443037974683,1.0,1.0,1.0
2021-01-15 23:59:00,0.4883699999999999,0.49461,0.3860699999999999,0.43755,ALPHA-USDT,41132579.0,18057826.11903,-0.10406044597333974,0,1,-0.026168838243090242,17,62,0.21518987341772153,1.0,1.0,1.0
2021-01-16 23:59:00,0.023949,0.024016,0.019634,0.020824,IOST-USDT,3820540584.0,82264136.771884,-0.13106613811808898,0,1,-0.04561455063751674,15,64,0.189873417721519,1.0,1.0,1.0
2021-01-17 11:59:00,0.02083,0.020838,0.0167539999999999,0.0185,IOST-USDT,4638857242.0,84457964.121291,-0.11160199769496737,0,1,-0.05643210120449205,28,51,0.35443037974683544,1.0,1.0,1.0
2021-01-17 23:59:00,103.41,104.58,98.09,102.37,ZEC-USDT,236520.669,23961199.63487,-0.009865557597446561,0,1,-0.007788837352487699,66,13,0.8354430379746836,1.0,1.0,1.0
2021-01-18 11:59:00,1.69,1.781,1.471,1.505,CRV-USDT,43753939.3,70517581.6277,-0.10999408633944407,0,1,-0.01777775731737019,55,24,0.6962025316455697,1.0,1.0,1.0
2021-01-18 23:59:00,13.1728,13.616,12.6436,12.6751,AVAX-USDT,2677417.0,35217838.4498,-0.03789925916929804,0,1,-0.012605818866121554,44,35,0.5569620253164557,1.0,1.0,1.0
2021-01-19 11:59:00,0.61934,0.64918,0.525,0.5622699999999999,GRT-USDT,163554687.0,93259549.00316,-0.09148637076055521,0,1,-0.02656975374960968,46,34,0.575,1.0,1.0,1.0
2021-01-22 23:59:00,0.98423,1.05,0.96884,0.98451,CTK-USDT,11346723.0,11558890.47692,-0.0003147783351272748,0,1,-0.00818889130383671,64,17,0.7901234567901234,1.0,1.0,1.0
2021-01-23 11:59:00,0.031307,0.032047,0.029594,0.029754,VET-USDT,840145467.0,26085276.452146,-0.04963587581448525,0,1,-0.012567153867352743,41,40,0.5061728395061729,1.0,1.0,1.0
2021-01-24 23:59:00,0.14458,0.14539,0.12921,0.13574,BLZ-USDT,52784349.0,7203223.52913,-0.06140229567141475,0,1,-0.019412192194552702,19,62,0.2345679012345679,1.0,1.0,1.0
2021-01-25 11:59:00,2.261,2.312,2.131,2.172,CRV-USDT,22844585.7,50532251.8494,-0.038512616201859085,0,1,-0.012903415822861142,56,26,0.6829268292682927,1.0,1.0,1.0
2021-01-26 11:59:00,0.47267,0.49016,0.40894,0.41381,ENJ-USDT,114356823.0,51390877.26027,-0.12471180489455747,0,1,-0.031116269678666097,27,56,0.3253012048192771,1.0,1.0,1.0
2021-01-26 23:59:00,1.4384,1.4404,1.29,1.3465,RLC-USDT,5226957.0,7057806.19339,-0.0642157203419279,0,1,-0.018649587367797094,69,14,0.8313253012048193,1.0,1.0,1.0
2021-01-27 23:59:00,0.97276,1.01839,0.8615299999999999,0.87377,AXS-USDT,12735712.0,11848101.37582,-0.10212197502954312,0,1,-0.03267522964013969,26,57,0.3132530120481928,1.0,1.0,1.0
2021-01-28 23:59:00,0.02077,0.022,0.01858,0.01872,AKRO-USDT,110731479.0,2244341.98224,-0.09913378248315685,0,1,-0.029776876696298915,47,37,0.5595238095238095,1.0,1.0,1.0
2021-01-29 11:59:00,2.489,2.5119,2.0679,2.2241,HNT-USDT,2468344.0,5525825.6942,-0.10771884778945673,0,1,-0.02863741783006979,59,25,0.7023809523809523,1.0,1.0,1.0
2021-01-29 23:59:00,0.2111,0.2192,0.1961,0.2017,FLM-USDT,24371762.0,5022163.4702,-0.04452865940312656,0,1,-0.013144955591257279,25,59,0.2976190476190476,1.0,1.0,1.0
2021-01-30 11:59:00,0.045873,0.050646,0.02833,0.032685,DOGE-USDT,32015123805.0,1119590755.533153,-0.2876446614214415,0,1,-0.10978375968170384,33,51,0.39285714285714285,1.0,1.0,1.0
2021-01-30 23:59:00,0.032681,0.03528,0.022147,0.0279899999999999,DOGE-USDT,30837093063.0,880193693.090867,-0.14364387333639583,0,1,-0.09413389447843568,65,19,0.7738095238095238,1.0,1.0,1.0
2021-01-31 11:59:00,0.132136,0.134991,0.105,0.115121,FTM-USDT,184674276.0,21723879.262344,-0.12895342150661304,0,1,-0.04099128267068475,48,36,0.5714285714285714,1.0,1.0,1.0
2021-01-31 23:59:00,33.706,33.799,29.163,30.012,TRB-USDT,285150.2,8819242.3274,-0.1095418941371944,0,1,-0.03293190883358388,10,74,0.11904761904761904,1.0,1.0,1.0
2021-02-01 11:59:00,0.1279809999999999,0.128833,0.112573,0.116615,FTM-USDT,143853867.0,16985185.710799,-0.09244083335278963,0,1,-0.025245930882379475,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-01 23:59:00,0.6279,0.6462,0.36,0.3714,XRP-USDT,11715485199.7,5537087486.68393,-0.4085045389393216,0,1,-0.15773614863927554,61,24,0.7176470588235294,1.0,1.0,1.0
2021-02-02 11:59:00,0.04,0.0403699999999999,0.03531,0.03688,BTS-USDT,99556342.0,3722291.83854,-0.07799999999999996,0,1,-0.04038881252712401,49,36,0.5764705882352941,1.0,1.0,1.0
2021-02-02 23:59:00,0.3926,0.403,0.3561,0.3734,XRP-USDT,1905829979.5,721954140.51729,-0.04914693149987259,0,1,-0.030620725164162477,57,28,0.6705882352941176,1.0,1.0,1.0
2021-02-03 11:59:00,2.9734,2.9989,2.721,2.7941,SRM-USDT,4170898.0,11940030.4611,-0.05985868102288028,0,1,-0.014354023973756624,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-03 23:59:00,0.144995,0.146,0.128963,0.130675,FTM-USDT,215138708.0,29373816.395905,-0.0982831670323906,0,1,-0.016235196033817068,76,9,0.8941176470588236,1.0,1.0,1.0
2021-02-04 11:59:00,1.0207,1.02549,0.8861600000000001,0.92683,AXS-USDT,6501733.0,6220085.24348,-0.09205525078369892,0,1,-0.027835658182432832,23,62,0.27058823529411763,1.0,1.0,1.0
2021-02-04 23:59:00,32782.9,35104.4,29720.9,31128.1,YFI-USDT,3341.052,107030529.9496,-0.05141793182469212,0,1,-0.02107217343258483,62,23,0.7294117647058823,1.0,1.0,1.0
2021-02-05 23:59:00,0.05275,0.05977,0.04125,0.04372,AKRO-USDT,2115363995.0,107313058.43215,-0.17055587175109088,0,1,-0.023873416126508173,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-06 11:59:00,3.9761,4.0364,3.3223,3.4596,RUNE-USDT,7356606.0,26745305.6958,-0.13099394639672457,0,1,-0.04978823300014279,14,71,0.16470588235294117,1.0,1.0,1.0
2021-02-06 23:59:00,0.95979,1.00919,0.92714,0.96209,AXS-USDT,4616662.0,4537483.57988,0.002469470262159712,1,0,-0.013312031505544275,68,17,0.8,1.0,1.0,1.0
2021-02-07 11:59:00,2.44188,2.46939,2.0110900000000003,2.24405,ALPHA-USDT,26416349.0,58256280.61406,-0.0802922998737684,0,1,-0.02868684531710375,34,51,0.4,1.0,1.0,1.0
2021-02-07 23:59:00,2136.4,2136.9,1860.0,2010.2,YFII-USDT,11467.643,22678677.0924,-0.05827789749836032,0,1,-0.022411027685932505,29,56,0.3411764705882353,1.0,1.0,1.0
2021-02-08 23:59:00,494.61,498.24,450.37,454.95,COMP-USDT,99167.781,46684234.92193,-0.08031454677771488,0,1,-0.019156666702889846,43,42,0.5058823529411764,1.0,1.0,1.0
2021-02-09 11:59:00,37.401,37.526,35.391,36.306,BAL-USDT,270098.8,9829284.5107,-0.028965738586215317,0,1,-0.01061654012638713,59,26,0.6941176470588235,1.0,1.0,1.0
2021-02-09 23:59:00,2.46263,2.49756,2.00155,2.10487,ALPHA-USDT,44409358.0,96472131.66724,-0.14569533735956886,0,1,-0.04540894925744454,73,12,0.8588235294117647,1.0,1.0,1.0
2021-02-10 23:59:00,3.6152,3.6251,3.0601,3.2522,NEAR-USDT,7425024.0,24218473.3257,-0.10160220994475133,0,1,-0.02700343956613338,17,68,0.2,1.0,1.0,1.0
2021-02-11 11:59:00,128.9,130.45,118.0,119.096,BNB-USDT,3553139.75,442976814.58638,-0.07606612826898163,0,1,-0.02207975556828634,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-11 23:59:00,6.2737,6.4337,5.49,5.5146,LUNA-USDT,11557299.0,68471284.4852,-0.12161322693171506,0,1,-0.043008332592927245,63,22,0.7411764705882353,1.0,1.0,1.0
2021-02-12 11:59:00,0.06974,0.070156,0.061374,0.068053,DOGE-USDT,4259086498.0,281397696.650212,-0.024511560569356328,0,1,-0.013369893113685749,67,18,0.788235294117647,1.0,1.0,1.0
2021-02-12 23:59:00,5.7307,5.8087,5.2507,5.2637,1INCH-USDT,22799889.0,125902135.4402,-0.08139474005689262,0,1,-0.024173775388958707,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-13 11:59:00,2.16468,2.335,1.70068,1.87827,ALPHA-USDT,71447287.0,141475561.16098002,-0.13176105135186356,0,1,-0.05511667862797731,20,65,0.23529411764705882,1.0,1.0,1.0
2021-02-13 23:59:00,46.6286,47.95,43.4426,44.2039,AVAX-USDT,2822028.0,129304355.1964,-0.051973843649535834,0,1,-0.023031240040849554,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-14 11:59:00,2.7157,2.7482,2.429,2.4618,SXP-USDT,32647027.7,84397805.86576,-0.09339323856522042,0,1,-0.031340170253000066,24,61,0.2823529411764706,1.0,1.0,1.0
2021-02-14 23:59:00,3.20827,3.21846,2.84309,2.87421,BEL-USDT,5239960.0,15647760.21178,-0.10346236626220406,0,1,-0.04220947697936861,11,74,0.12941176470588237,1.0,1.0,1.0
2021-02-15 11:59:00,154.485,158.822,94.99,132.285,EGLD-USDT,1316845.2,169040425.57569999,-0.1437032721623459,0,1,-0.05860852285468943,18,67,0.21176470588235294,1.0,1.0,1.0
2021-02-15 23:59:00,2.1043,2.15,1.80726,1.88757,CTK-USDT,8424709.0,17082062.40717,-0.10248631788161344,0,1,-0.04059795925119092,25,60,0.29411764705882354,1.0,1.0,1.0
2021-02-16 11:59:00,38.1642,39.5483,36.05,37.1894,AVAX-USDT,2942085.0,111946760.7463,-0.025542262119997328,0,1,-0.014056371299782655,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-16 23:59:00,2.16413,2.17976,1.9001,1.97,AXS-USDT,4915565.0,9987927.22206,-0.08980021807832328,0,1,-0.02642862727002393,13,72,0.15294117647058825,1.0,1.0,1.0
2021-02-17 11:59:00,0.7913,0.7956,0.7127,0.7639,STORJ-USDT,8570602.0,6428854.5673,-0.034626563882219075,0,1,-0.015462327678035237,56,29,0.6588235294117647,1.0,1.0,1.0
2021-02-17 23:59:00,0.052457,0.053684,0.047825,0.049527,DOGE-USDT,3203327876.0,163976025.529831,-0.05605321338720559,0,1,-0.024557609159062577,68,17,0.8,1.0,1.0,1.0
2021-02-18 11:59:00,168.69,171.5,159.33,160.55,ZEC-USDT,215763.979,35586587.14799,-0.04831061055127428,0,1,-0.011636376822550809,46,40,0.5348837209302325,1.0,1.0,1.0
2021-02-18 23:59:00,24.09,24.261,22.876,23.11,ATOM-USDT,2230811.04,52323951.41463,-0.0411981910965441,0,1,-0.013692743246310757,62,24,0.7209302325581395,1.0,1.0,1.0
2021-02-19 11:59:00,15.8368,15.9647,14.8,15.2274,SUSHI-USDT,7666622.0,117252603.0203,-0.038401060907454765,0,1,-0.014574110375897842,54,33,0.6206896551724138,1.0,1.0,1.0
2021-02-19 23:59:00,11.081,11.390999999999998,10.001,10.248,LIT-USDT,1286316.7,13711348.5542,-0.0750902527075813,0,1,-0.030154330235501736,35,53,0.3977272727272727,1.0,1.0,1.0
2021-02-20 11:59:00,2.70285,2.75,2.4188400000000003,2.47729,CTK-USDT,5060444.0,12831736.02281,-0.08345265183047534,0,1,-0.017418118267093163,68,20,0.7727272727272727,1.0,1.0,1.0
2021-02-21 23:59:00,1.49619,1.50469,1.33244,1.38721,REN-USDT,22848418.0,32394127.64942,-0.07266479935290227,0,1,-0.02235209917722014,22,66,0.25,1.0,1.0,1.0
2021-02-22 11:59:00,2.0427,2.052,1.684,1.7679,ICX-USDT,15506023.0,28726537.3179,-0.1338493949341042,0,1,-0.05339850003976532,10,79,0.11235955056179775,1.0,1.0,1.0
2021-02-22 23:59:00,9.997,10.045,7.172999999999999,9.167,LIT-USDT,2894511.5,25857503.7363,-0.08192288432648975,0,1,-0.03764290652897606,28,61,0.3146067415730337,1.0,1.0,1.0
2021-02-24 23:59:00,2.517,2.69,2.0089,2.1198,TOMO-USDT,23632735.0,54970853.9207,-0.15693604836143815,0,1,-0.04041522759263272,18,73,0.1978021978021978,1.0,1.0,1.0
2021-02-25 11:59:00,0.0524059999999999,0.053298,0.0425899999999999,0.046187,IOST-USDT,3543449972.0,164979798.784699,-0.11907304978065991,0,1,-0.049610128742964554,64,27,0.7032967032967034,1.0,1.0,1.0
2021-02-26 11:59:00,0.597865,0.7,0.517598,0.54152,FTM-USDT,337268877.0,197947053.628838,-0.09293132328308207,0,1,-0.054206507519330094,21,70,0.23076923076923078,1.0,1.0,1.0
2021-02-26 23:59:00,5.9221,6.435,5.2836,5.4833,SRM-USDT,8383124.0,49536189.4044,-0.07345386955052391,0,1,-0.03625820210031638,46,45,0.5054945054945055,1.0,1.0,1.0
2021-02-27 23:59:00,0.501596,0.523872,0.441129,0.4689359999999999,FTM-USDT,257257198.0,123178270.41547701,-0.06496862531628922,0,1,-0.03111629595183918,14,77,0.15384615384615385,1.0,1.0,1.0
2021-02-28 23:59:00,1.5982,1.605,1.3691,1.475,SFP-USDT,5681133.0,8299879.1503,-0.07772150315763138,0,1,-0.037601099157660856,45,46,0.4945054945054945,1.0,1.0,1.0
2021-03-02 11:59:00,0.584762,0.5912,0.5,0.520981,FTM-USDT,182026179.0,96939117.34784201,-0.1089726815769535,0,1,-0.02732308618636925,50,41,0.5494505494505495,1.0,1.0,1.0
2021-03-02 23:59:00,38.977,39.264,34.361999999999995,36.375,UNFI-USDT,434995.3,15841383.2075,-0.06685308227084996,0,1,-0.029780721747065475,18,73,0.1978021978021978,1.0,1.0,1.0
2021-03-03 23:59:00,2.0785,2.1264,1.9372,1.9372,SFP-USDT,7711692.0,15637069.8546,-0.0680265563359953,0,1,-0.025702454833448463,26,66,0.2826086956521739,1.0,1.0,1.0
2021-03-04 11:59:00,0.22258,0.237,0.20638,0.21097,MATIC-USDT,152560605.0,33534521.92035,-0.05186283762527488,0,1,-0.02257655116045776,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-04 23:59:00,34.802,35.077,30.556,30.701,UNFI-USDT,213228.2,6977866.2735,-0.11783805528417901,0,1,-0.04347275142233109,18,74,0.1956521739130435,1.0,1.0,1.0
2021-03-05 11:59:00,2.8292900000000003,2.83202,2.37095,2.4908,AXS-USDT,9342349.0,23785028.8617,-0.12034044957708667,0,1,-0.03557698181835378,19,73,0.20652173913043478,1.0,1.0,1.0
2021-03-05 23:59:00,2.48917,2.59308,2.35688,2.40811,AXS-USDT,6469053.0,16011521.95126,-0.033198169262887434,0,1,-0.023594592185863572,69,23,0.75,1.0,1.0,1.0
2021-03-06 11:59:00,0.11073,0.11285,0.10302,0.10525,CHZ-USDT,469651987.0,49919243.10368,-0.04820039790197139,0,1,-0.02297016942604979,50,42,0.5434782608695652,1.0,1.0,1.0
2021-03-06 23:59:00,1.338,1.3468,1.28,1.2825,IOTA-USDT,16057739.6,20987921.18105,-0.04083464213596588,0,1,-0.013151180601054469,69,23,0.75,1.0,1.0,1.0
2021-03-07 23:59:00,0.0400709999999999,0.040185,0.0371,0.03821,REEF-USDT,378619763.0,14551866.934895,-0.04572812866811515,0,1,-0.013441201016164084,65,27,0.7065217391304348,1.0,1.0,1.0
2021-03-08 11:59:00,2.7657,2.7658,2.351,2.4575,TOMO-USDT,28689357.0,71780862.131,-0.11137226541312595,0,1,-0.02513481295431763,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-09 11:59:00,0.063041,0.06317,0.0570179999999999,0.057258,DOGE-USDT,2180848925.0,129456487.929472,-0.09223793518929535,0,1,-0.016945146844760117,71,21,0.7717391304347826,1.0,1.0,1.0
2021-03-09 23:59:00,0.0762429999999999,0.076819,0.0719,0.073642,RSR-USDT,531398151.0,39577624.197144,-0.03374708058886822,0,1,-0.010734244206847987,72,20,0.782608695652174,1.0,1.0,1.0
2021-03-10 11:59:00,0.7008,0.7019,0.5099,0.558,XEM-USDT,228929132.0,133790183.6249,-0.20353982300884943,0,1,-0.08088311733802866,15,78,0.16129032258064516,1.0,1.0,1.0
2021-03-10 23:59:00,0.558,0.5698,0.4936,0.5341,XEM-USDT,219111015.0,118213447.7324,-0.04283154121863808,0,1,-0.04357686845672759,21,72,0.22580645161290322,1.0,1.0,1.0
2021-03-11 11:59:00,0.5338,0.543,0.4699,0.5042,XEM-USDT,196902854.0,99606197.8833,-0.05598202583785816,0,1,-0.034614280651754536,35,58,0.3763440860215054,1.0,1.0,1.0
2021-03-11 23:59:00,0.46202,0.528,0.38658,0.38909,BLZ-USDT,262452841.0,119520219.33416,-0.15775916185033656,0,1,-0.03673399720708037,65,28,0.6989247311827957,1.0,1.0,1.0
2021-03-12 11:59:00,0.4946,0.498,0.3111,0.394,XEM-USDT,795140713.0,338933128.5738,-0.20339668418924373,0,1,-0.08501618019581547,33,61,0.35106382978723405,1.0,1.0,1.0
2021-03-12 23:59:00,0.40081,0.41107,0.34438,0.35257,BLZ-USDT,126482086.0,47785592.035000004,-0.11905951726550379,0,1,-0.044176907483088,19,75,0.20212765957446807,1.0,1.0,1.0
2021-03-13 11:59:00,3.2771,3.2863,2.9298,3.0791,SXP-USDT,39617137.2,121683541.13676,-0.060877786927745814,0,1,-0.02759243815821144,77,17,0.8191489361702128,1.0,1.0,1.0
2021-03-13 23:59:00,0.5735,0.656,0.5033,0.5038,CHR-USDT,85431154.0,50218201.7862,-0.12076788830715524,0,1,-0.04188826457778372,70,24,0.7446808510638298,1.0,1.0,1.0
2021-03-14 11:59:00,0.38953,0.41229,0.33466,0.34992,COTI-USDT,46451696.0,17153397.79092,-0.1017097088874056,0,1,-0.02623234497089577,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-14 23:59:00,0.3575,0.3616,0.3305,0.3305,XEM-USDT,117226664.0,40939396.3832,-0.07474804031354987,0,1,-0.031161387843365196,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-15 11:59:00,0.81258,0.8752200000000001,0.71697,0.7467699999999999,SKL-USDT,49593164.0,39314264.39252,-0.08150890485092988,0,1,-0.02926931211354178,21,74,0.22105263157894736,1.0,1.0,1.0
2021-03-15 23:59:00,0.048582,0.050212,0.038133,0.040158,REEF-USDT,7439702987.0,314372055.116222,-0.17341456888211926,0,1,-0.0666599646392515,53,42,0.5578947368421052,1.0,1.0,1.0
2021-03-16 11:59:00,0.4831,0.4929,0.4285,0.4409,CHR-USDT,60326848.0,27303359.5972,-0.08640696228760869,0,1,-0.0379104895540866,50,46,0.5208333333333334,1.0,1.0,1.0
2021-03-16 23:59:00,0.441,0.4459,0.37,0.3962,CHR-USDT,94488223.0,38168470.6825,-0.10138353368110686,0,1,-0.049631972927022594,70,26,0.7291666666666666,1.0,1.0,1.0
2021-03-17 11:59:00,0.5928100000000001,0.5956,0.505,0.52245,SAND-USDT,70841331.0,38321198.79347,-0.11851051983330241,0,1,-0.048576330325670436,16,81,0.16494845360824742,1.0,1.0,1.0
2021-03-18 11:59:00,0.19713,0.204,0.17633,0.17752,ZIL-USDT,448236152.0,83993589.43077,-0.10016220600162151,0,1,-0.022884334644973525,50,48,0.5102040816326531,1.0,1.0,1.0
2021-03-18 23:59:00,1.4347299999999998,1.48,1.161,1.23068,ADA-USDT,1937315918.0,2604481362.04841,-0.1422697081843589,0,1,-0.043488523112842126,25,73,0.25510204081632654,1.0,1.0,1.0
2021-03-19 23:59:00,0.19154,0.19158,0.1667,0.16904,LINA-USDT,163444790.0,28588168.5028,-0.11742285803790531,0,1,-0.042465264489042864,24,75,0.24242424242424243,1.0,1.0,1.0
2021-03-20 11:59:00,0.6046600000000001,0.6179100000000001,0.5858399999999999,0.60027,CHZ-USDT,316594007.0,190044485.21875,-0.007096069868995691,0,1,-0.013275069396691763,86,13,0.8686868686868687,1.0,1.0,1.0
2021-03-21 11:59:00,14.407,14.800999999999998,13.15,13.433,ALICE-USDT,2357791.4,32622786.6899,-0.06715277777777784,0,1,-0.03164119846271807,22,77,0.2222222222222222,1.0,1.0,1.0
2021-03-21 23:59:00,0.2284199999999999,0.23924,0.216,0.21739,RVN-USDT,204324745.0,46205142.07546,-0.047579408543264035,0,1,-0.011010443465531705,84,15,0.8484848484848485,1.0,1.0,1.0
2021-03-22 11:59:00,0.055034,0.055587,0.051213,0.05271,IOST-USDT,978445275.0,51805776.829158,-0.043219400628049964,0,1,-0.016279982547017013,81,19,0.81,1.0,1.0,1.0
2021-03-23 11:59:00,0.05246,0.05407,0.04374,0.04797,STMX-USDT,492123046.0,23926602.7323,-0.0859375,0,1,-0.046764447221743,23,77,0.23,1.0,1.0,1.0
2021-03-23 23:59:00,18.5333,19.0979,16.6625,16.9182,LUNA-USDT,4961679.0,89380503.8731,-0.08720001726519355,0,1,-0.039797903134854984,43,57,0.43,1.0,1.0,1.0
2021-03-25 11:59:00,1.8997,1.9251,1.7612,1.8013,RLC-USDT,12478318.1,22758536.38013,-0.05179765226088329,0,1,-0.03109457059845888,40,61,0.39603960396039606,1.0,1.0,1.0
2021-03-25 23:59:00,0.57605,0.5876600000000001,0.518,0.518,SKL-USDT,47369657.0,26063452.20815,-0.10069444444444431,0,1,-0.04294384801754436,27,74,0.26732673267326734,1.0,1.0,1.0
2021-03-27 11:59:00,12.6537,12.6596,11.6982,11.7363,THETA-USDT,14041030.9,171515210.76359,-0.07252985198473216,0,1,-0.024501854269246337,32,69,0.31683168316831684,1.0,1.0,1.0
2021-03-27 23:59:00,0.17303,0.17729,0.16347,0.16459,ONE-USDT,419958513.0,72348751.45081,-0.048612716763005825,0,1,-0.022287752451400578,80,21,0.7920792079207921,1.0,1.0,1.0
2021-03-28 11:59:00,8.543,8.612,8.28,8.309,QTUM-USDT,3478415.7,29293911.4989,-0.02704918032786885,0,1,-0.00926178400282518,69,32,0.6831683168316832,1.0,1.0,1.0
2021-03-28 23:59:00,3.3981,3.6665,2.6877,2.7217,STORJ-USDT,177960979.0,561736280.3602,-0.1989345420296681,0,1,-0.051895656698803805,52,49,0.5148514851485149,1.0,1.0,1.0
